60.191.38.77 - - [10/Feb/2018:21:26:30 -0700] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
127.0.0.1 - - [10/Feb/2018:23:47:49 -0700] "GET /node/info HTTP/1.1" 500 1425 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:51 -0700] "GET /node/logout HTTP/1.1" 302 46 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:51 -0700] "GET / HTTP/1.1" 200 173 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:52 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:52 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:58 -0700] "POST /node/login HTTP/1.1" 200 36 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:58 -0700] "GET /node/ HTTP/1.1" 302 64 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:58 -0700] "GET /home.html HTTP/1.1" 200 319 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:58 -0700] "GET /home.js HTTP/1.1" 200 301 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [10/Feb/2018:23:47:58 -0700] "GET /node/user HTTP/1.1" 200 22 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:00:56 -0700] "GET /profile.html HTTP/1.1" 200 291 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:00:56 -0700] "GET /profile.js HTTP/1.1" 200 709 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:00:56 -0700] "GET /node/info HTTP/1.1" 200 91 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:00:58 -0700] "GET /node/logout HTTP/1.1" 302 46 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:00:58 -0700] "GET / HTTP/1.1" 200 173 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:00 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:00 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:04 -0700] "POST /node/login HTTP/1.1" 200 36 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:04 -0700] "GET /node/ HTTP/1.1" 302 64 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:04 -0700] "GET /home.html HTTP/1.1" 200 319 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:04 -0700] "GET /home.js HTTP/1.1" 200 301 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:04 -0700] "GET /node/user HTTP/1.1" 200 22 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:07 -0700] "GET /profile.html HTTP/1.1" 200 291 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:07 -0700] "GET /profile.js HTTP/1.1" 200 709 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:07 -0700] "GET /node/info HTTP/1.1" 200 91 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:08 -0700] "GET /node/logout HTTP/1.1" 302 46 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:08 -0700] "GET / HTTP/1.1" 200 173 "http://localhost/profile.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:09 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:09 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:12 -0700] "POST /node/login HTTP/1.1" 200 51 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:17 -0700] "POST /node/login HTTP/1.1" 200 51 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:01:24 -0700] "POST /node/login HTTP/1.1" 200 51 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:02:54 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:02:54 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:02:59 -0700] "POST /node/login HTTP/1.1" 200 111 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:05:21 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:05:21 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:00:05:27 -0700] "POST /node/login HTTP/1.1" 200 114 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:06:55 -0700] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:06:56 -0700] "GET /favicon.ico HTTP/1.1" 404 571 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:06:57 -0700] "GET /login.html HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:06:57 -0700] "GET /login.js HTTP/1.1" 304 0 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:07:01 -0700] "POST /node/login HTTP/1.1" 200 36 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:07:01 -0700] "GET /node/ HTTP/1.1" 302 64 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:07:01 -0700] "GET /home.html HTTP/1.1" 304 0 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:07:01 -0700] "GET /home.js HTTP/1.1" 304 0 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [11/Feb/2018:14:07:01 -0700] "GET /node/user HTTP/1.1" 200 22 "http://localhost/home.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [12/Feb/2018:23:54:48 -0700] "GET / HTTP/1.1" 200 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:54:50 -0700] "GET /login.html HTTP/1.1" 200 632 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:54:50 -0700] "GET /login.js HTTP/1.1" 200 689 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:56:48 -0700] "GET /login.html HTTP/1.1" 200 1278 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:56:48 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:56:48 -0700] "GET /UI.js HTTP/1.1" 200 118 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:56:48 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:13 -0700] "GET /login.html HTTP/1.1" 404 571 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:16 -0700] "GET /login.html HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:19 -0700] "GET /login.html HTTP/1.1" 404 571 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:25 -0700] "GET /login.ejs HTTP/1.1" 200 1278 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:25 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.ejs" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [12/Feb/2018:23:58:25 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.ejs" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:10 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "diagnostics://43/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:14 -0700] "GET /login.ejs HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:26 -0700] "GET /login.html HTTP/1.1" 200 1278 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:27 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:27 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:00:27 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "diagnostics://43/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:01:32 -0700] "GET /login.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:01:32 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:01:32 -0700] "GET /UI.js HTTP/1.1" 304 0 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:01:32 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:01:32 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "diagnostics://43/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:02:23 -0700] "GET /login.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:02:23 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "diagnostics://43/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:02:23 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:02:23 -0700] "GET /UI.js HTTP/1.1" 304 0 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:02:23 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:03:34 -0700] "GET /login.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:03:34 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:03:34 -0700] "GET /UI.js HTTP/1.1" 304 0 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:03:34 -0700] "GET /css/Main.css HTTP/1.1" 404 571 "diagnostics://43/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
127.0.0.1 - - [13/Feb/2018:00:03:34 -0700] "GET /css/Logo4.png HTTP/1.1" 404 571 "http://localhost/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
